,index,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,director
3039,3039,6400000,Drama,75900,en,My Week with Marilyn,21.006078,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Lip Sync Post"", ""id"": 10247}, {""name"": ""Trademark Films"", ""id"": 22153}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-10-17,35057696,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,My Week with Marilyn,6.6,406,Michelle Williams Eddie Redmayne Kenneth Branagh Julia Ormond Judi Dench,Simon Curtis
3040,3040,10000000,Action Comedy Crime Drama Thriller,9515,en,The Matador,5.647538,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-05-12,17297244,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,The Matador,6.2,136,Pierce Brosnan Greg Kinnear Hope Davis Portia Dawson Adam Scott,Richard Shepard
3041,3041,10000000,Comedy Drama Romance,27322,en,Love Jones,1.000178,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Addis Wechsler Pictures"", ""id"": 4665}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-03-14,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love Jones,8.1,12,Larenz Tate Nia Long Isaiah Washington Bill Bellamy Lisa Nicole Carson,Theodore Witcher
3042,3042,5000000,Thriller Mystery,328425,en,The Gift,27.247013,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Blue-Tongue Films"", ""id"": 32299}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""STX Entertainment"", ""id"": 47729}, {""name"": ""Ahimsa Films"", ""id"": 69542}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-30,58978653,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Gift,6.7,1049,Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman Tim Griffin,Joel Edgerton
3043,3043,0,Adventure Drama,14120,en,End of the Spear,1.83428,"[{""name"": ""Bearing Fruit Entertainment"", ""id"": 2867}, {""name"": ""every tribe entertainment"", ""id"": 2868}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-02,0,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,End of the Spear,6.1,15,Louie Leonardo Chad Allen Jack Guzman Chase Ellison Sylvia Jefferies,Jim Hanon
3044,3044,10000000,Comedy Romance,10050,en,Get Over It,11.592129,"[{""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-03-08,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get Over It,5.5,75,Kirsten Dunst Ben Foster Melissa Sagemiller Colin Hanks Zoe Saldana,Tommy O'Haver
3045,3045,10000000,Comedy Crime,1542,en,Office Space,18.366362,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cubicle Inc."", ""id"": 7458}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-19,12827813,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Office Space,7.4,1050,Ron Livingston Jennifer Aniston David Herman Ajay Naidu Diedrich Bader,Mike Judge
3046,3046,10000000,Comedy,10490,en,Drop Dead Gorgeous,6.736274000000001,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""KC Medien AG"", ""id"": 596}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-23,10571408,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Drop Dead Gorgeous,6.4,86,Kirsten Dunst Ellen Barkin Denise Richards Amy Adams Kirstie Alley,Michael Patrick Jann
3047,3047,10000000,Drama,87093,en,Big Eyes,28.570174,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Silverwood Films"", ""id"": 2293}, {""name"": ""Electric City Entertainment"", ""id"": 8600}, {""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-24,28883511,105,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Big Eyes,6.8,1196,Amy Adams Christoph Waltz Krysten Ritter Danny Huston Jason Schwartzman,Tim Burton
3048,3048,30000000,Comedy Crime Thriller,10029,en,Very Bad Things,5.671691,"[{""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""VBT Productions"", ""id"": 38085}, {""name"": ""Ballpark Productions Partnership"", ""id"": 38086}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-11,9898412,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Very Bad Things,6.2,179,Jon Favreau Leland Orser Cameron Diaz Christian Slater Jeremy Piven,Peter Berg
3049,3049,0,Comedy Family,9893,en,Sleepover,5.842299,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-09,0,89,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sleepover,5.3,101,Alexa PenaVega Mika Boorem Jane Lynch Sara Paxton Brie Larson,Joe Nussbaum
3050,3050,10000000,Crime Mystery Horror Thriller,11507,en,Body Double,9.525626,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Delphi II Productions"", ""id"": 7585}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-10-25,8801940,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Body Double,6.4,137,Craig Wasson Melanie Griffith Gregg Henry Deborah Shelton Guy Boyd,Brian De Palma
3051,3051,10000000,Action Adventure Comedy,37931,en,MacGruber,14.038512,"[{""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-21,6110000,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,MacGruber,5.1,179,Will Forte Kristen Wiig Val Kilmer Ryan Phillippe Maya Rudolph,Jorma Taccone
3052,3052,0,Crime Drama Thriller,3472,en,Dirty Pretty Things,9.177896,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Celador Productions"", ""id"": 1390}, {""name"": ""Jonescompany Productions"", ""id"": 12666}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-09-05,0,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""so"", ""name"": ""Somali""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dirty Pretty Things,6.8,131,Chiwetel Ejiofor Audrey Tautou Sergi L\u00f3pez Benedict Wong Sophie Okonedo,Stephen Frears
3053,3053,6000000,Comedy,87818,en,Movie 43,35.35030300000001,"[{""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Wessler Entertainment"", ""id"": 8890}, {""name"": ""Witness Protection Films"", ""id"": 8891}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-01,32438988,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Movie 43,4.4,797,Anna Faris Emma Stone Halle Berry Kate Winslet Hugh Jackman,Griffin Dunne
3054,3054,10000000,Comedy,13160,en,Over Her Dead Body,12.067921,"[{""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Dead Fianc\u00e9e Productions"", ""id"": 92137}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-01,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Over Her Dead Body,5.3,145,Eva Longoria Jason Biggs Lake Bell Paul Rudd Lindsay Sloane,Jeff Lowell
3055,3055,10000000,Comedy Drama Romance Science Fiction,88005,en,Seeking a Friend for the End of the World,30.863082,"[{""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-22,9636289,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Seeking a Friend for the End of the World,6.3,700,Steve Carell Keira Knightley Connie Britton Adam Brody Rob Corddry,Lorene Scafaria
3056,3056,0,Comedy,52067,en,Cedar Rapids,10.254807,"[{""name"": ""Ad Hominem Enterprises"", ""id"": 2361}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-11,6861102,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Cedar Rapids,5.9,135,Anne Heche Ed Helms Sigourney Weaver John C. Reilly Rob Corddry,Miguel Arteta
3057,3057,20000000,Drama,73,en,American History X,73.56723199999998,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Turman-Morrissey Company"", ""id"": 924}, {""name"": ""Savoy Pictures"", ""id"": 11308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-30,23875127,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,American History X,8.2,3016,Edward Norton Edward Furlong Beverly D'Angelo Avery Brooks Jennifer Lien,Tony Kaye
3058,3058,0,Horror Thriller,134597,en,The Collection,16.361743,"[{""name"": ""Fortress Features"", ""id"": 5176}, {""name"": ""LD Entertainment"", ""id"": 10285}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-21,6842058,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Collection,5.9,289,Josh Stewart Christopher McDonald Emma Fitzpatrick Lee Tergesen Erin Way,Marcus Dunstan
3059,3059,10000000,Animation Drama Family Music,24034,en,Teacher's Pet,1.374409,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Television Animation"", ""id"": 3475}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-16,0,74,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Teacher's Pet,5.5,2,Nathan Lane Kelsey Grammer Shaun Fleming Debra Jo Rupp David Ogden Stiers,Timothy Bjorklund
3060,3060,18000000,Drama Thriller Mystery Music Romance,14283,en,The Red Violin,6.18869,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Channel Four Films"", ""id"": 181}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1998-09-10,9495408,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Red Violin,7.3,99,Carlo Cecchi Irene Grazioli Anita Laurenzi Tommaso Puntelli Samuele Amighetti,Fran\u00e7ois Girard
3061,3061,10000000,Drama,404,en,The Straight Story,15.280261,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Asymmetrical Productions"", ""id"": 373}, {""name"": ""Les Films Alain Sarde"", ""id"": 635}, {""name"": ""The Picture Factory"", ""id"": 637}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""CiBy 2000"", ""id"": 7832}, {""name"": ""The Straight Story, Inc"", ""id"": 59423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-15,0,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Straight Story,7.7,306,Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter Donald Wiegert,David Lynch
3062,3062,0,Action Crime Drama Romance,13201,en,Deuces Wild,0.7534810000000001,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-03,0,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Deuces Wild,5.5,34,Stephen Dorff Fairuza Balk Brad Renfro Norman Reedus Max Perlich,Scott Kalvert
3063,3063,9500000,Comedy,209403,en,Bad Words,14.105392000000002,"[{""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Aggregate Film"", ""id"": 25975}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-06,7800000,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bad Words,6.4,334,Jason Bateman Kathryn Hahn Rohan Chand Philip Baker Hall Allison Janney,Jason Bateman
3064,3064,10000000,Comedy Romance,7942,en,Run Fatboy Run,14.905357,"[{""name"": ""Entertainment Films"", ""id"": 2245}, {""name"": ""Material Entertainment"", ""id"": 2246}, {""name"": ""Beech Hill Films"", ""id"": 6847}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-06,33000000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Run, Fatboy, Run",6.2,238,Simon Pegg Thandie Newton Hank Azaria Dylan Moran Harish Patel,David Schwimmer
3065,3065,10000000,Comedy Romance Family,73247,en,Heartbeeps,0.5180560000000001,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-12-18,2154696,79,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Heartbeeps,3.8,6,Andy Kaufman Bernadette Peters Randy Quaid Kenneth McMillan Melanie Mayron,Allan Arkush
3066,3066,9000000,Drama,253331,en,Black or White,12.172131,"[{""name"": ""Treehouse Pictures"", ""id"": 14580}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-06,21571189,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Black or White,6.5,115,Kevin Costner Jillian Estell Jennifer Ehle Gillian Jacobs Octavia Spencer,Mike Binder
3067,3067,0,Comedy Family Romance,34043,en,On the Line,3.084874,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""A Happy Place"", ""id"": 5389}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-26,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,On the Line,4.1,10,Lance Bass Joey Fatone Emmanuelle Chriqui James Bulliard Al Green,Eric Bross
3068,3068,10000000,Adventure Drama War,9952,en,Rescue Dawn,17.078656,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-09,7177143,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Rescue Dawn,6.9,336,Christian Bale Steve Zahn Marshall Bell Toby Huss Pat Healy,Werner Herzog
3069,3069,10000000,Comedy Drama Music,256924,en,Danny Collins,16.318607999999998,"[{""name"": ""Big Indie Pictures"", ""id"": 6831}, {""name"": ""ShivHans Pictures"", ""id"": 33603}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-19,10835752,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Danny Collins,6.6,183,Al Pacino Annette Bening Jennifer Garner Bobby Cannavale Christopher Plummer,Dan Fogelman
3070,3070,10000000,Drama Comedy,82532,en,"Jeff, Who Lives at Home",10.409155,"[{""name"": ""Indian Paintbrush"", ""id"": 9350}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-13,4417580,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Jeff, Who Lives at Home",6.1,217,Jason Segel Ed Helms Susan Sarandon Judy Greer Rae Dawn Chong,Jay Duplass
3071,3071,0,Drama Romance,41110,it,Io sono l'amore,5.355763,"[{""name"": ""Rai Cinema"", ""id"": 2683}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2009-09-05,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,I Am Love,6.9,73,Tilda Swinton Flavio Parenti Edoardo Gabbriellini Alba Rohrwacher Gabriele Ferzetti,Luca Guadagnino
3072,3072,0,Drama Science Fiction Mystery,134371,en,Atlas Shrugged Part II,4.725357,"[{""name"": ""Cinema Vehicle Services"", ""id"": 25673}, {""name"": ""Atlas 2 Productions"", ""id"": 30033}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-12,0,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Atlas Shrugged Part II,5.4,41,Samantha Mathis Jason Beghe Esai Morales Patrick Fabian Kim Rhodes,John Putch
3073,3073,11500000,Action Crime Drama Thriller,2088,en,Romeo Is Bleeding,4.850402,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}, {""name"": ""Hilary Henkin"", ""id"": 36907}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-09-13,3275585,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Romeo Is Bleeding,5.7,36,Gary Oldman Lena Olin Annabella Sciorra Juliette Lewis Roy Scheider,Peter Medak
3074,3074,10000000,Action Crime Drama Mystery Thriller,10388,en,The Limey,8.902102000000003,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-05-15,3193102,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Limey,6.6,105,Terence Stamp Lesley Ann Warren Luis Guzm\u00e1n Barry Newman Joe Dallesandro,Steven Soderbergh
3075,3075,6500000,Drama,1640,en,Crash,28.223163,"[{""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""ApolloProScreen Filmproduktion"", ""id"": 19528}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""DEJ Productions"", ""id"": 25433}, {""name"": ""Harris Company"", ""id"": 25434}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-13,98410061,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Crash,7.2,1149,Sandra Bullock Don Cheadle Matt Dillon Michael Pe\u00f1a Jennifer Esposito,Paul Haggis
3076,3076,10000000,Drama Romance,25520,en,The House of Mirth,3.007816,"[{""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Diaphana Films"", ""id"": 744}, {""name"": ""The Glasgow Film Fund"", ""id"": 980}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Showtime Networks"", ""id"": 4343}, {""name"": ""Filmfour"", ""id"": 6705}, {""name"": ""Scottish Arts Council, The"", ""id"": 8256}, {""name"": ""Three Rivers Production"", ""id"": 65681}, {""name"": ""Progres Film Distribution"", ""id"": 65682}, {""name"": ""Kinowelt Median"", ""id"": 65683}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-23,5164404,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The House of Mirth,6.4,25,Gillian Anderson Dan Aykroyd Eleanor Bron Terry Kinney Anthony LaPaglia,Terence Davies
3077,3077,0,Action Thriller,27342,en,Malone,1.610132,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-05-01,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Malone,6.8,15,Burt Reynolds Cliff Robertson Kenneth McMillan Cynthia Gibb Scott Wilson,Harley Cokeliss
3078,3078,0,Drama Romance,13689,en,Peaceful Warrior,8.326131,"[{""name"": ""Universal"", ""id"": 6292}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-30,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Peaceful Warrior,7.3,90,Scott Mechlowicz Nick Nolte Amy Smart Tim DeKay Ashton Holmes,Victor Salva
3079,3079,10000000,Comedy,67911,en,Bucky Larson: Born to Be a Star,3.919057,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-09,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Bucky Larson: Born to Be a Star,4.4,51,Nick Swardson Christina Ricci Stephen Dorff Don Johnson Ido Mosseri,Tom Brady
3080,3080,0,Comedy Drama,24664,en,Bamboozled,2.23411,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-06,0,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Bamboozled,6.3,24,Damon Wayans Savion Glover Tommy Davidson Jada Pinkett Smith Michael Rapaport,Spike Lee
3081,3081,10000000,Horror Thriller,329440,en,The Forest,19.86598900000001,"[{""name"": ""Lava Bear Films"", ""id"": 32300}, {""name"": ""AI-Film"", ""id"": 51860}, {""name"": ""Phantom Four Films"", ""id"": 69579}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-07,40055439,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Forest,4.8,448,Natalie Dormer Taylor Kinney Yukiyoshi Ozawa Eoin Macken Rina Takasaki,Jason Zada
3082,3082,14000000,Adventure Mystery Thriller,47890,en,Sphinx,0.310513,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""S & L Films"", ""id"": 78905}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-02-11,439564,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sphinx,6.0,2,Lesley-Anne Down Frank Langella Maurice Ronet John Gielgud Vic Tablian,Franklin J. Schaffner
3083,3083,10000000,Comedy Drama Mystery,252512,en,While We're Young,19.263477,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""A24"", ""id"": 41077}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-03,7587485,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,While We're Young,5.8,383,Ben Stiller Naomi Watts Adam Driver Amanda Seyfried Charles Grodin,Noah Baumbach
3084,3084,10000000,Drama,55720,en,A Better Life,4.123533,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Witt/Thomas Productions"", ""id"": 1089}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""McLaughlin Films"", ""id"": 28707}, {""name"": ""Lime Orchard Productions"", ""id"": 28708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-24,1759252,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,A Better Life,7.0,54,Demi\u00e1n Bichir Jos\u00e9 Juli\u00e1n Chelsea Rendon Dolores Heredia Joaqu\u00edn Cosio,Chris Weitz
3085,3085,0,Drama Mystery Thriller,9613,en,Spider,6.948401,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Metropolitan Films"", ""id"": 16419}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""Odeon Films"", ""id"": 22209}, {""name"": ""Catherine Bailey Ltd."", ""id"": 46694}, {""name"": ""Artists Independent Network"", ""id"": 46695}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-12-13,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Spider,6.4,168,Ralph Fiennes Miranda Richardson Gabriel Byrne Lynn Redgrave John Neville,David Cronenberg
3086,3086,10000000,Action Comedy Romance Thriller,29076,en,Gun Shy,3.988432,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Fortis Films"", ""id"": 4258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-04,1631839,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Gun Shy,5.4,24,Sandra Bullock Liam Neeson Oliver Platt Jos\u00e9 Z\u00fa\u00f1iga Michael DeLorenzo,Eric Blakeney
